Date;Day;MUC Total;Active Cases;MUC Recovered;Deaths (sum);MUC New Infections;Correction;RKI New Infections;Diff MUC RKI;Diff same day last week;Active Cases (change);Recovered (change);Death (change);MUC 7 day sum;RKI 7 day sum;DIFF 7DI;MUC 7 Day Incidence;RKI 7 Day Incidence;Official RKI 7D Inc;To 10;To 35;To 50;To 100;Test Pos Rate BY;Daily Tests BY;Daily Test BY Pos;Daily test avg 7 days;Beds;ICU;IMC;Diff 7 Day Incidence;Naive R(t) 4D;Naive R(t) 7D;Diff 7D DoD;Diff 7D WoW;Var Lab WoW;Active WoW;RKI Total;Diff Total;RKI 7D Diff last week;7D avg weekly chg;BAV 1st Vacc Total;BAV 2nd Vacc Total;BAV 3rd Vacc Total;BAV 4th Vacc Total;BAV 1st Vacc %;BAV 1st Vacc Day;BAV 1st Vacc Avg;BAV 1st Vacc 7D;BAV 2nd Vacc %;BAV 2nd Vacc Day;BAV 2nd Vacc Avg;BAV 2nd Vacc 7D;BAV 3rd Vacc %;BAV 3rd Vacc Day;BAV 3rd Vacc Avg;BAV 3rd Vacc 7D;BAV 4th Vacc %;BAV 4th Vacc Day;BAV 4th Vacc Avg;BAV 4th Vacc 7D;MUC 1st Vacc Total;MUC 1st Vacc Day;MUC 1st Vacc%;MUC 2nd Vacc Total;MUC 2nd Vacc Day;MUC 2nd Vacc%;MUC 3rd Vacc Total;MUC 3rd Vacc Day;MUC 3rd Vacc%;MUC 4th Vacc Total;MUC 4th Vacc Day;MUC 4th Vacc %;LGL 7D Hospital;Hospital Incidence;LGL ICU;IVENA Total;% 7D SUM of IVENA;YELLOW %;RED %;7D DIFF TOTAL;ICU to Total %
2021-09-06;Mon, 6;80300;3340;75681;1279;222;;223;-1;-20,1 %;38;182;2;1782;1784;112,59 %;119,7;119,9;56,4;-1296;-924;-700;44;5,72 %;39601;2265;30658;95;46;0;63,3;1,10;1,14;-3 %;14,4 %;5,9 %;809;80324;-24;224;419;8242500;7810865;;;62,73 %;7338;11192;78341;59,44 %;9974;14575;102024;;;;;;;;;907458;3157;60,98 %;855297;2509;57,47 %;;;0,00 %;;;;275;2,02;183;;;22,08 %;30,50 %;;
2021-09-07;Tue, 7;80639;3409;75948;1282;339;;339;0;0,3 %;69;267;3;1783;1785;131,47 %;119,8;119,9;51,8;-1329;-957;-733;11;6,51 %;38470;2504;30671;93;46;0;68,0;1,05;1,10;0 %;9,7 %;4,8 %;690;80663;-24;158;365;8259253;7833588;;;62,85 %;16753;11374;79617;59,62 %;22723;14982;104876;;;;;;;;;909508;2050;61,11 %;856952;1655;57,58 %;;;0,00 %;;;;305;2,09;207;;;22,92 %;34,50 %;;
2021-09-08;Wed, 8;80975;3496;76195;1284;336;;337;-1;9,8 %;87;247;2;1812;1815;110,34 %;121,8;122,0;58,0;-1330;-958;-734;10;5,69 %;37212;2117;30994;94;47;1;63,8;1,02;1,08;2 %;7,7 %;3,9 %;611;81000;-25;130;315;8277269;7852514;;;62,99 %;18016;12047;84332;59,76 %;18926;14925;104478;;;;;;;;;910943;1435;61,21 %;858451;1499;57,68 %;;;0,00 %;;;;334;2,32;213;;;25,42 %;35,50 %;;
2021-09-09;Thu, 9;81254;3506;76463;1285;279;;279;0;-16,7 %;10;268;1;1757;1759;102,74 %;118,1;118,2;58,3;-1357;-985;-761;-17;5,55 %;36368;2018;31236;101;49;2;59,8;0,98;1,04;-3 %;0,5 %;3,3 %;410;81279;-25;9;259;8292364;7870565;;;63,11 %;15095;12076;84533;59,90 %;18051;14848;103933;;;;;;;;;912784;1841;61,33 %;860244;1793;57,80 %;;;0,00 %;;;;335;2,54;213;;;27,83 %;35,50 %;;
2021-09-10;Fri, 10;81508;3590;76632;1286;254;;254;0;0,4 %;84;169;1;1758;1760;94,89 %;118,1;118,3;60,7;-1403;-1031;-807;-63;5,39 %;40434;2179;31720;101;49;2;57,4;0,98;1,02;0 %;-4,0 %;3,2 %;418;81533;-25;-73;178;8303839;7885244;;;63,19 %;11475;12021;84147;60,01 %;14679;14866;104061;;;;;;;;;915131;2347;61,49 %;862597;2353;57,96 %;;;0,00 %;;;;323;2,55;222;;;27,92 %;37,00 %;;
2021-09-11;Sat, 11;81729;3609;76834;1286;221;;222;-1;6,7 %;19;202;0;1771;1774;101,01 %;119,0;119,2;59,3;-1504;-1132;-908;-164;5,12 %;19464;997;32065;101;49;2;59,7;0,98;1,00;1 %;-3,6 %;3,3 %;358;81755;-26;-66;108;8315314;7899924;;;63,28 %;11475;11966;83760;60,12 %;14680;14884;104189;;;;;;;;;915131;0;61,49 %;862597;0;57,96 %;;;0,00 %;;;;297;2,46;237;;;26,92 %;39,50 %;;
2021-09-12;Sun, 12;81871;3632;76953;1286;142;;142;0;18,3 %;23;119;0;1793;1796;87,42 %;120,5;120,7;64,4;-1424;-1052;-828;-84;4,72 %;18041;852;32799;99;61;2;56,1;0,98;0,99;1 %;-2,4 %;3,7 %;330;81897;-26;-44;48;8319682;7905554;;;63,31 %;4368;12074;84520;60,16 %;5630;14952;104663;;;;;;;;;915131;0;61,49 %;862597;0;57,96 %;;;0,00 %;;;;295;2,26;238;;;24,75 %;39,67 %;;
2021-09-13;Mon, 13;82098;3580;77231;1287;227;;228;-1;2,2 %;-52;278;1;1798;1801;83,89 %;120,8;121,0;65,8;-1312;-940;-716;28;4,78 %;49856;2383;34264;92;60;4;55,0;1,00;0,99;0 %;1,0 %;4,9 %;240;82125;-27;17;19;8329071;7917617;;;63,39 %;9389;12367;86571;60,25 %;12063;15250;106752;;;;;;;;;918869;3738;61,74 %;864547;1950;58,09 %;;;0,00 %;;;;299;2,25;244;;;24,58 %;40,67 %;;
2021-09-14;Tue, 14;82541;3685;77566;1290;443;;444;-1;31,0 %;105;335;3;1902;1906;99,22 %;127,8;128,1;64,3;-1419;-1047;-823;-79;6,92 %;39857;2758;34462;91;61;2;63,5;1,02;1,00;6 %;6,8 %;6,4 %;276;82569;-28;121;13;8342378;7933506;;;63,49 %;13307;11875;83125;60,38 %;15889;14274;99918;;;;;;;;;920936;2067;61,88 %;866194;1647;58,20 %;;;0,00 %;;;;299;2,28;250;;;24,92 %;41,67 %;;
2021-09-15;Wed, 15;82914;3751;77869;1294;373;;374;-1;11,0 %;66;303;4;1939;1943;110,31 %;130,3;130,6;62,1;-1514;-1142;-918;-174;6,14 %;35436;2176;34208;83;59;3;68,2;1,05;1,02;2 %;7,1 %;7,5 %;255;82943;-29;128;13;8359747;7954977;;;63,62 %;17369;11783;82478;60,54 %;21471;14638;102463;;;;;;;;;922664;1728;62,00 %;867364;1170;58,28 %;;;0,00 %;;;;298;2,28;269;;;24,92 %;44,83 %;;
2021-09-16;Thu, 16;83214;3717;78199;1298;300;;301;-1;7,9 %;-34;330;4;1960;1965;49,66 %;131,7;132,0;88,2;-1561;-1189;-965;-221;5,83 %;37282;2174;34339;83;60;3;43,5;1,07;1,04;1 %;11,7 %;8,6 %;211;83244;-30;206;41;8374576;7972969;;;63,73 %;14829;11745;82212;60,68 %;17992;14629;102404;;;;;;;;;924467;1803;62,12 %;869086;1722;58,40 %;;;0,00 %;;;;307;2,27;266;;;24,83 %;44,33 %;;
2021-09-17;Fri, 17;83504;3754;78449;1301;290;;293;-3;15,4 %;37;250;3;1996;2004;45,62 %;134,1;134,7;92,5;-1630;-1258;-1034;-290;5,49 %;38578;2118;34073;83;60;3;41,6;1,10;1,06;2 %;13,9 %;9,1 %;164;83537;-33;244;87;8386057;7988369;;;63,82 %;11481;11745;82218;60,79 %;15400;14732;103125;;;;;;;;;926800;2333;62,28 %;870810;1724;58,51 %;;;0,00 %;;;;291;2,34;266;;;25,58 %;44,33 %;;
2021-09-18;Sat, 18;83687;3729;78657;1301;183;;183;0;-17,6 %;-25;208;0;1958;1965;44,26 %;131,6;132,0;91,5;-1674;-1302;-1078;-334;5,29 %;17388;920;33777;83;60;3;40,1;1,08;1,06;-2 %;10,8 %;9,1 %;120;83720;-33;191;123;8397539;8003769;;;63,91 %;11482;11746;82225;60,91 %;15400;14835;103845;;;;;;;;;926800;0;62,28 %;870810;0;58,51 %;;;0,00 %;;;;277;2,21;280;;;24,25 %;46,67 %;;
2021-09-19;Sun, 19;83793;3715;78775;1303;106;;105;1;-26,1 %;-14;118;2;1922;1928;34,86 %;129,1;129,6;96,1;-1552;-1180;-956;-212;4,60 %;13362;615;33108;85;62;3;33,0;1,06;1,06;-2 %;7,3 %;8,2 %;83;83825;-32;132;148;8401351;8008455;;;63,94 %;3812;11667;81669;60,95 %;4686;14700;102901;;;;;;;;;926800;0;62,28 %;870810;0;58,51 %;;;0,00 %;;;;261;2,11;291;;;23,08 %;48,50 %;;
2021-09-20;Mon, 20;84073;3773;78993;1307;280;;279;1;22,4 %;58;218;4;1975;1979;31,03 %;132,7;133,0;101,5;-1387;-1015;-791;-47;5,60 %;43175;2418;32154;93;60;2;31,2;1,03;1,06;3 %;9,9 %;5,5 %;193;84104;-31;178;171;8409980;8021507;;;64,00 %;8629;11558;80909;61,05 %;13052;14841;103890;;;;;;;;;930890;4090;62,55 %;872793;1983;58,65 %;;;0,00 %;;;;259;1,99;288;;;21,75 %;48,00 %;;
2021-09-21;Tue, 21;84388;3749;79330;1309;315;;315;0;-29,1 %;-24;337;2;1847;1850;29,34 %;124,1;124,3;96,1;-1327;-955;-731;13;5,68 %;42484;2413;32529;99;58;2;28,0;0,99;1,03;-7 %;-2,9 %;2,9 %;64;84419;-31;-56;146;8422696;8036853;;;64,10 %;12716;11474;80318;61,16 %;15346;14764;103347;;;;;;;;;933007;2117;62,69 %;874315;1522;58,75 %;;;0,00 %;;;;266;1,97;285;;;21,58 %;47,50 %;;
2021-09-22;Wed, 22;84676;3701;79664;1311;288;;289;-1;-22,7 %;-48;334;2;1762;1765;36,95 %;118,4;118,6;86,6;-1314;-942;-718;26;4,94 %;40258;1989;33218;97;55;2;31,8;0,95;1,01;-5 %;-9,2 %;1,1 %;-50;84708;-32;-178;102;8436070;8053678;;;64,20 %;13374;10903;76323;61,29 %;16825;14100;98701;;;;;;;;;934541;1534;62,80 %;875575;1260;58,83 %;;;0,00 %;;;;236;2,02;269;;;22,17 %;44,83 %;;
2021-09-23;Thu, 23;84951;3697;79940;1314;275;;275;0;-8,6 %;-4;276;3;1737;1739;14,38 %;116,7;116,9;102,2;-1297;-925;-701;43;4,70 %;36218;1702;33066;90;54;2;14,5;0,93;0,98;-1 %;-11,5 %;-0,8 %;-20;84983;-32;-226;41;8449919;8070012;;;64,31 %;13849;10763;75343;61,41 %;16334;13863;97043;;;;;;;;;936832;2291;62,95 %;877213;1638;58,94 %;;;0,00 %;;;;242;1,80;265;;;19,67 %;44,17 %;;
2021-09-24;Fri, 24;85169;3661;80193;1315;218;;218;0;-25,6 %;-36;253;1;1665;1664;35,19 %;111,9;111,8;82,7;-1332;-960;-736;8;5,44 %;39602;2154;33212;90;54;2;29,2;0,89;0,94;-4 %;-17,0 %;-2,2 %;-93;85201;-32;-340;-43;8459684;8084595;;;64,38 %;9765;10518;73627;61,53 %;14583;13747;96226;;;;;;;;;938810;1978;63,08 %;878650;1437;59,04 %;;;0,00 %;;;;213;1,84;272;;;20,17 %;45,33 %;;
2021-09-25;Sat, 25;85333;3604;80414;1315;164;;164;0;-10,4 %;-57;221;0;1646;1645;16,68 %;110,6;110,5;94,7;-1391;-1019;-795;-51;5,24 %;17518;918;33231;90;54;2;15,9;0,88;0,92;-1 %;-16,3 %;-3,1 %;-125;85365;-32;-320;-116;8469450;8099178;;;64,45 %;9766;10273;71911;61,64 %;14583;13630;95409;;;;;;;;;938810;0;63,08 %;878650;0;59,04 %;;;0,00 %;;;;209;1,62;273;;;17,75 %;45,50 %;;
2021-09-26;Sun, 26;85472;3601;80554;1317;139;;139;0;32,4 %;-3;140;2;1679;1679;11,57 %;112,8;112,8;101,1;-1251;-879;-655;89;5,17 %;13513;699;33253;87;54;0;11,7;0,89;0,92;2 %;-12,9 %;-3,2 %;-114;85504;-32;-249;-170;8471931;8103174;;;64,47 %;2481;10083;70580;61,67 %;3996;13531;94719;;;;;;;;;938810;0;63,08 %;878650;0;59,04 %;;;0,00 %;;;;199;1,59;267;;;17,42 %;44,50 %;;
2021-09-27;Mon, 27;85749;3651;80781;1317;277;;276;1;-1,1 %;50;227;0;1676;1676;20,30 %;112,6;112,6;93,6;-1213;-841;-617;127;5,71 %;56546;3229;35163;90;53;0;19,0;0,91;0,91;-0 %;-15,3 %;-1,0 %;-122;85780;-31;-303;-239;8479503;8114563;;;64,53 %;7572;9932;69523;61,75 %;11389;13294;93056;;;;;;;;;942361;3551;63,32 %;880616;1966;59,17 %;;;0,00 %;;;;218;1,51;269;;;16,58 %;44,83 %;;
2021-09-28;Tue, 28;86128;3587;81224;1317;379;;379;0;20,3 %;-64;443;0;1740;1740;25,83 %;116,9;116,9;92,9;-1302;-930;-706;38;5,51 %;47967;2643;35946;87;53;1;24,0;0,96;0,92;4 %;-5,9 %;1,2 %;-162;86159;-31;-110;-247;8490401;8129829;;;64,61 %;10898;9672;67705;61,87 %;15266;13282;92976;;;;;;;;;943946;1585;63,52 %;881671;1055;59,24 %;;;0,00 %;;;;261;1,66;252;;;18,17 %;42,00 %;;
2021-09-29;Wed, 29;86400;3486;81595;1319;272;;271;1;-6,2 %;-101;371;2;1724;1722;30,00 %;115,8;115,7;89,0;-1299;-927;-703;41;5,18 %;43215;2239;36368;98;50;1;26,8;1,00;0,94;-1 %;-2,4 %;3,0 %;-215;86430;-30;-43;-227;8501083;8145219;;;64,70 %;10682;9288;65013;61,99 %;15390;13077;91541;;;;;;;;;945263;1317;63,52 %;882445;774;59,30 %;;;0,00 %;;;;263;1,99;259;;;21,75 %;43,17 %;;
2021-09-30;Thu, 30;86645;3431;81894;1320;245;;245;0;-10,9 %;-55;299;1;1694;1692;26,90 %;113,8;113,7;89,6;-1325;-953;-729;15;4,76 %;44864;2136;37604;90;50;1;24,2;1,02;0,96;-2 %;-2,7 %;5,5 %;-266;86675;-30;-47;-202;8513208;8162804;;;64,79 %;12125;9041;63289;62,12 %;17585;13256;92792;;;;;;;;;946794;1531;63,62 %;884044;1599;59,40 %;;;0,00 %;;;;276;2,00;264;;;21,92 %;44,00 %;;
2021-10-01;Fri, 1;86925;3421;82184;1320;280;;281;-1;28,9 %;-10;290;0;1756;1755;35,52 %;118,0;117,9;87,0;-1441;-1069;-845;-101;4,44 %;45971;2041;38513;90;50;1;31,0;1,04;0,99;4 %;5,5 %;8,2 %;-240;86956;-31;91;-140;8519814;8172698;;;64,84 %;6606;8590;60130;62,20 %;9894;12586;88103;;;;;;;;;946794;0;63,62 %;884044;0;59,40 %;;;0,00 %;;;;288;2,10;259;;;23,00 %;43,17 %;;
2021-10-02;Sat, 2;87096;3409;82367;1320;171;;172;-1;4,9 %;-12;183;0;1763;1763;39,91 %;118,5;118,5;84,7;-1474;-1102;-878;-134;5,26 %;19169;1008;38749;90;50;1;33,8;1,03;1,01;0 %;7,2 %;10,9 %;-195;87128;-32;118;-78;8526420;8182592;;;64,89 %;6606;8139;56970;62,27 %;9894;11916;83414;;;;;;;;;946794;0;63,62 %;884044;0;59,40 %;;;0,00 %;;;;271;2,19;256;;;24,00 %;42,67 %;;
2021-10-03;Sun, 3;87228;3435;82473;1320;132;;133;-1;-4,3 %;26;106;0;1756;1757;37,81 %;118,0;118,1;85,7;-1331;-959;-735;9;4,84 %;14188;687;38846;85;49;1;32,3;1,02;1,02;-0 %;4,6 %;13,2 %;-166;87261;-33;78;-31;8528242;8185345;;;64,90 %;1822;8044;56311;62,29 %;2753;11739;82171;;;;;;;;;946794;0;63,62 %;884044;0;59,40 %;;;0,00 %;;;;257;2,06;256;857;31,62 %;22,58 %;42,67 %;;29,87 %
2021-10-04;Mon, 4;87461;3388;82752;1321;233;;236;-3;-14,5 %;-47;279;1;1712;1717;35,92 %;115,0;115,4;84,9;-1186;-814;-590;154;5,28 %;47135;2489;37501;93;50;1;30,1;1,02;1,03;-2 %;2,4 %;12,8 %;-263;87497;-36;41;18;8534279;8193873;;;64,95 %;6037;7825;54776;62,36 %;8528;11330;79310;;;;;;;;;952000;5206;63,97 %;886701;2657;59,58 %;;;0,00 %;;;;280;1,96;253;907;28,34 %;21,42 %;42,17 %;;27,89 %
2021-10-05;Tue, 5;87779;3391;83060;1328;318;;320;-2;-15,6 %;3;308;7;1651;1658;39,60 %;110,9;111,4;79,8;-1236;-864;-640;104;5,32 %;47784;2542;37475;80;48;1;31,1;1,00;1,01;-3 %;-4,7 %;11,8 %;-196;87817;-38;-82;22;8544168;8208638;;;65,02 %;9889;7681;53767;62,47 %;14765;11258;78809;;;;;;;;;953529;1529;64,07 %;887962;1261;59,67 %;;;0,00 %;;;;253;2,13;246;867;32,30 %;23,33 %;41,00 %;;28,37 %
2021-10-06;Wed, 6;88072;3396;83344;1332;293;;296;-3;9,2 %;5;284;4;1672;1683;29,85 %;112,4;113,1;87,1;-1286;-914;-690;54;5,10 %;45778;2335;37841;85;46;0;25,3;0,98;1,00;2 %;-2,3 %;10,9 %;-90;88113;-41;-39;23;8556002;8224140;;;65,11 %;11834;7846;54919;62,59 %;15502;11274;78921;;;;;;;;;954899;1370;64,16 %;888938;976;59,73 %;;;0,00 %;;;;261;1,93;242;854;29,63 %;21,08 %;40,33 %;;28,34 %
2021-10-07;Thu, 7;88361;3410;83617;1334;289;;291;-2;18,8 %;14;273;2;1716;1729;15,28 %;115,3;116,2;100,8;-1297;-925;-701;43;4,15 %;49832;2068;38551;90;45;0;14,5;0,97;1,00;3 %;2,2 %;9,3 %;-21;88404;-43;37;35;8567505;8240064;;;65,20 %;11503;7757;54297;62,71 %;15924;11037;77260;;;;;;;;;956393;1494;64,26 %;890352;1414;59,83 %;;;0,00 %;;;;264;1,99;244;857;30,46 %;21,75 %;40,67 %;;28,47 %
2021-10-08;Fri, 8;88588;3419;83835;1334;227;;226;1;-19,6 %;9;218;0;1663;1674;16,58 %;111,7;112,5;96,5;-1354;-982;-758;-14;4,34 %;51039;2215;39275;90;45;0;15,2;0,96;0,99;-3 %;-4,6 %;7,3 %;-2;88630;-42;-81;10;8574994;8251810;;;65,26 %;7489;7883;55180;62,80 %;11746;11302;79112;;;;;;;;;958150;1757;64,38 %;891872;1520;59,93 %;;;0,00 %;;;;255;2,01;254;851;31,02 %;22,00 %;42,33 %;;29,85 %
2021-10-09;Sat, 9;88777;3444;83999;1334;189;;190;-1;10,5 %;25;164;0;1681;1692;16,02 %;113,0;113,7;98,0;-1409;-1037;-813;-69;4,83 %;23279;1124;39862;90;45;0;15,0;0,98;0,99;1 %;-4,0 %;5,4 %;35;88820;-43;-71;-17;8582483;8263556;;;65,31 %;7489;8009;56063;62,89 %;11746;11566;80964;;;;;;;;;958150;0;64,38 %;891872;0;59,93 %;;;0,00 %;;;;236;1,94;251;881;28,94 %;21,25 %;41,83 %;;28,49 %
2021-10-10;Sun, 10;88869;3397;84138;1334;92;;92;0;-30,8 %;-47;139;0;1641;1651;9,48 %;110,3;110,9;101,3;-1266;-894;-670;74;3,73 %;12607;470;39636;94;52;0;9,0;0,99;0,98;-2 %;-6,0 %;3,4 %;-38;88912;-43;-106;-43;8584319;8266007;;;65,33 %;1836;8011;56077;62,91 %;2451;11523;80662;;;;;;;;;958150;0;64,38 %;891872;0;59,93 %;;;0,00 %;;;;232;1,80;261;932;25,32 %;19,67 %;43,50 %;8,75 %;28,00 %
2021-10-11;Mon, 11;89033;3284;84407;1342;164;;164;0;-30,5 %;-113;269;8;1572;1579;16,59 %;105,6;106,1;91,0;-1110;-738;-514;230;6,20 %;43528;2699;39121;90;47;2;14,6;0,97;0,97;-4 %;-8,0 %;3,1 %;-104;89076;-43;-138;-69;8590045;8274718;;;65,37 %;5726;7967;55766;62,97 %;8711;11549;80845;;;;;;;;;960622;2472;64,55 %;893860;1988;60,06 %;;;0,00 %;;;;262;1,77;265;936;24,79 %;19,33 %;44,17 %;3,20 %;28,31 %
2021-10-12;Tue, 12;89392;3264;84784;1344;359;;360;-1;12,5 %;-20;377;2;1613;1619;26,51 %;108,4;108,8;86,0;-1173;-801;-577;167;6,49 %;44743;2904;38687;91;44;1;22,4;0,97;0,97;3 %;-2,4 %;3,0 %;-127;89436;-44;-39;-62;8599664;8289535;;;65,45 %;9619;7928;55496;63,09 %;14817;11557;80897;;;;;;;;;962086;1464;64,65 %;895287;1427;60,16 %;;;0,00 %;;;;285;1,99;262;922;28,42 %;21,83 %;43,67 %;6,34 %;28,42 %
2021-10-13;Wed, 13;89726;3326;85054;1346;334;;333;1;12,5 %;62;270;2;1654;1656;21,11 %;111,1;111,3;91,9;-1217;-845;-621;123;6,22 %;41290;2568;38045;83;44;2;19,2;0,96;0,97;2 %;-1,6 %;2,5 %;-70;89769;-43;-27;-61;8609759;8304126;;;65,52 %;10095;7680;53757;63,20 %;14591;11427;79986;;;;;;;;;962478;392;64,67 %;895929;642;60,20 %;;;0,00 %;;;;275;2,17;260;918;31,05 %;23,75 %;43,33 %;7,49 %;28,32 %
2021-10-14;Thu, 14;90053;3408;85297;1348;327;;328;-1;12,7 %;82;243;2;1692;1693;30,06 %;113,7;113,8;87,5;-1317;-945;-721;23;6,84 %;38796;2654;36469;74;43;2;26,2;0,97;0,98;2 %;-2,1 %;1,4 %;-2;90097;-44;-36;-71;8620326;8319788;;;65,60 %;10567;7546;52821;63,32 %;15662;11389;79724;;;;;;;;;963375;897;64,73 %;898612;2683;60,38 %;;;0,00 %;;;;289;2,09;257;911;30,19 %;22,92 %;42,83 %;6,30 %;28,21 %
2021-10-15;Fri, 15;90447;3522;85577;1348;394;;397;-3;75,7 %;114;280;0;1859;1864;40,00 %;124,9;125,3;89,5;-1522;-1150;-926;-182;8,60 %;36406;3131;34378;74;43;2;35,4;1,04;1,01;10 %;11,4 %;-0,8 %;103;90494;-47;190;-32;8627488;8331548;;;65,66 %;7162;7499;52494;63,41 %;11760;11391;79738;;;;;;;;;964523;1148;64,81 %;900844;2232;60,53 %;;;0,00 %;;;;275;2,20;255;910;31,76 %;24,08 %;42,50 %;6,93 %;28,02 %
2021-10-16;Sat, 16;90692;3596;85748;1348;245;;246;-1;29,5 %;74;171;0;1915;1920;41,60 %;128,7;129,0;91,1;-1678;-1306;-1082;-338;9,66 %;13830;1336;33029;74;43;2;37,6;1,09;1,03;3 %;13,5 %;-3,7 %;152;90740;-48;228;10;8634651;8343309;;;65,71 %;7163;7453;52168;63,49 %;11761;11393;79753;;;;;;;;;964523;0;64,81 %;900844;0;60,53 %;;;0,00 %;;;;273;2,09;261;921;29,86 %;22,92 %;43,50 %;4,54 %;28,34 %
2021-10-17;Sun, 17;90825;3597;85879;1349;133;;132;1;43,5 %;1;131;1;1956;1960;38,78 %;131,4;131,7;94,9;-1648;-1276;-1052;-308;7,05 %;10611;748;32743;80;45;3;36,5;1,14;1,06;2 %;18,7 %;-6,5 %;200;90872;-47;309;70;8636155;8345157;;;65,72 %;1504;7405;51836;63,51 %;1848;11307;79150;;;;;;;;;964523;0;64,81 %;900844;0;60,53 %;;;0,00 %;;;;262;2,08;263;983;27,77 %;22,75 %;43,83 %;5,47 %;26,75 %
2021-10-18;Mon, 18;91176;3715;86109;1352;351;;353;-2;115,2 %;118;230;3;2143;2149;31,87 %;144,0;144,4;109,5;-1638;-1266;-1042;-298;8,40 %;48615;4084;33470;97;42;2;34,5;1,21;1,11;10 %;36,1 %;-9,2 %;431;91225;-49;570;171;8641399;8353014;;;65,76 %;5244;7336;51354;63,57 %;7857;11185;78296;;;;;;;;;966221;1698;64,93 %;903387;2543;60,70 %;;;0,00 %;;;;328;1,99;261;1030;25,44 %;21,83 %;43,50 %;10,04 %;25,34 %
2021-10-19;Tue, 19;91772;3993;86426;1353;596;;597;-1;65,8 %;278;317;1;2380;2386;40,61 %;159,9;160,3;114,0;-1903;-1531;-1307;-563;8,73 %;50547;4413;34299;87;45;5;45,9;1,23;1,16;11 %;47,4 %;-11,2 %;729;91822;-50;767;286;8650762;8366798;;;65,83 %;9363;7300;51098;63,67 %;13784;11038;77263;;;;;;;;;967375;1154;65,00 %;905197;1810;60,82 %;;;0,00 %;;;;367;2,50;270;1057;31,03 %;27,33 %;45,00 %;14,64 %;25,54 %
2021-10-20;Wed, 20;92195;4123;86718;1354;423;;425;-2;27,6 %;130;292;1;2469;2478;47,61 %;165,9;166,5;112,8;-1999;-1627;-1403;-659;8,88 %;47386;4208;35170;98;47;4;53,1;1,26;1,21;4 %;49,6 %;-12,3 %;797;92247;-52;822;407;8659725;8380227;;;65,90 %;8963;7138;49966;63,78 %;13429;10872;76101;;;;;;;;;968523;1148;65,08 %;905904;707;60,87 %;;;0,00 %;;;;376;2,79;285;1112;33,00 %;30,58 %;47,50 %;21,13 %;25,63 %
2021-10-21;Thu, 21;92718;4357;87003;1358;523;;522;1;59,1 %;234;285;4;2665;2672;48,72 %;179,1;179,5;120,7;-2127;-1755;-1531;-787;9,57 %;42040;4023;35634;94;49;2;58,4;1,30;1,26;8 %;57,8 %;-11,9 %;949;92769;-51;979;552;8669190;8394679;;;65,97 %;9465;6981;48864;63,89 %;14452;10699;74891;;;;;;;;;969613;1090;65,15 %;907684;1780;60,99 %;;;0,00 %;;;;395;2,86;305;1164;32,30 %;31,33 %;50,83 %;27,77 %;26,20 %
2021-10-22;Fri, 22;93227;4639;87230;1358;509;;512;-3;29,0 %;282;227;0;2780;2787;64,88 %;186,8;187,3;113,6;-2389;-2017;-1793;-1049;10,91 %;42175;4601;36458;94;49;2;73,2;1,31;1,27;4 %;49,5 %;-9,5 %;1117;93281;-54;923;657;8676514;8406229;;;66,03 %;7324;7004;49026;63,97 %;11550;10669;74681;;;;;;;;;970531;918;65,22 %;909066;1382;61,08 %;;;0,00 %;;;;419;3,01;320;1187;33,28 %;32,92 %;53,33 %;30,44 %;26,96 %
2021-10-23;Sat, 23;93583;4806;87419;1358;356;;357;-1;45,1 %;167;189;0;2891;2898;68,43 %;194,3;194,7;115,6;-2616;-2244;-2020;-1276;13,13 %;15302;2009;36668;94;49;2;78,7;1,29;1,27;4 %;50,9 %;-5,8 %;1210;93638;-55;978;764;8683839;8417780;;;66,09 %;7325;7027;49188;64,06 %;11551;10639;74471;;;;;;;;;970531;0;65,22 %;909066;0;61,08 %;;;0,00 %;;;;403;3,19;326;1236;33,90 %;34,92 %;54,33 %;34,20 %;26,38 %
2021-10-24;Sun, 24;93760;4891;87510;1359;177;;176;1;33,3 %;85;91;1;2935;2942;71,02 %;197,2;197,7;115,6;-2441;-2069;-1845;-1101;8,63 %;11340;979;36772;93;46;4;81,6;1,26;1,27;2 %;50,1 %;-1,6 %;1294;93814;-54;982;860;8685116;8419917;;;66,10 %;1277;6994;48961;64,08 %;2137;10680;74760;;;;;;;;;970531;0;65,22 %;909066;0;61,08 %;;;0,00 %;;;;397;3,07;339;1356;29,72 %;33,58 %;56,50 %;37,95 %;25,00 %
2021-10-25;Mon, 25;94215;5182;87673;1360;455;;457;-2;29,5 %;291;163;1;3039;3046;117,07 %;204,2;204,7;94,3;-2298;-1926;-1702;-958;10,87 %;53868;5855;37523;104;47;3;109,9;1,21;1,24;4 %;41,7 %;2,3 %;1467;94271;-56;897;907;8690064;8427149;236738;;66,13 %;4948;6952;48665;64,13 %;7232;10591;74135;1,80 %;;;;;;;;972197;1666;65,33 %;911806;2740;61,27 %;;;0,00 %;;;;426;3,02;352;1449;27,40 %;33,08 %;58,67 %;40,68 %;24,29 %
